Timestamp,State
2023-06-28 06:21:19,3.6
2023-06-28 06:21:21,0.0
2023-06-28 06:21:43,2.9
2023-06-28 06:21:45,0.0
2023-06-28 06:22:05,2.2
2023-06-28 06:22:07,0.0
2023-06-28 06:22:21,2.8
2023-06-28 06:22:23,0.0
2023-06-28 06:22:49,1.9
2023-06-28 06:22:51,0.0
2023-06-28 06:23:00,2.2
2023-06-28 06:23:02,0.0
2023-06-28 06:23:09,1.0
2023-06-28 06:23:11,0.0
2023-06-28 06:23:19,1.0
2023-06-28 06:23:21,0.0
2023-06-28 06:23:28,1.0
2023-06-28 06:23:30,0.0
2023-06-28 06:23:32,1.1
2023-06-28 06:23:34,0.0
2023-06-28 06:23:37,1.0
2023-06-28 06:23:39,0.0
2023-06-28 06:23:41,1.1
2023-06-28 06:23:45,0.0
2023-06-28 06:24:12,2.6
2023-06-28 06:24:14,0.0
2023-06-28 06:24:19,2.1
2023-06-28 06:24:21,0.0
2023-06-28 06:24:29,2.3
2023-06-28 06:24:31,0.0
2023-06-28 06:24:36,2.5
2023-06-28 06:24:38,0.0
2023-06-28 06:24:43,2.1
2023-06-28 06:24:45,0.0
2023-06-28 06:24:56,2.5
2023-06-28 06:24:58,0.0
2023-06-28 06:25:03,1.6
2023-06-28 06:25:05,0.0
2023-06-28 06:25:13,2.3
2023-06-28 06:25:15,0.0
2023-06-28 06:25:19,2.0
2023-06-28 06:25:21,0.0
2023-06-28 06:25:26,2.6
2023-06-28 06:25:28,0.0
2023-06-28 06:25:33,2.4
2023-06-28 06:25:35,0.6
2023-06-28 06:25:39,2.2
2023-06-28 06:25:41,0.0
2023-06-28 06:25:49,1.7
2023-06-28 06:25:51,0.0
2023-06-28 06:25:56,2.4
2023-06-28 06:25:58,0.6
2023-06-28 06:26:05,2.3
2023-06-28 06:26:07,0.0
2023-06-28 06:26:15,2.3
2023-06-28 06:26:17,0.6
2023-06-28 06:26:21,2.1
2023-06-28 06:26:23,0.0
2023-06-28 06:26:27,2.4
2023-06-28 06:26:29,0.0
2023-06-28 06:26:31,2.0
2023-06-28 06:26:33,0.7
2023-06-28 06:26:37,2.3
2023-06-28 06:26:39,0.7
2023-06-28 06:26:43,1.8
2023-06-28 06:26:45,0.0
2023-06-28 06:26:49,2.6
2023-06-28 06:26:51,0.0
2023-06-28 06:26:52,1.0
2023-06-28 06:26:54,0.0
2023-06-28 06:27:02,1.8
2023-06-28 06:27:04,0.7
2023-06-28 06:27:08,2.3
2023-06-28 06:27:10,0.7
2023-06-28 06:27:14,2.2
2023-06-28 06:27:16,0.7
2023-06-28 06:27:17,2.4
2023-06-28 06:27:19,0.7
2023-06-28 06:27:23,2.4
2023-06-28 06:27:25,0.7
2023-06-28 06:27:29,2.4
2023-06-28 06:27:31,0.7
2023-06-28 06:27:32,1.9
2023-06-28 06:27:34,0.7
2023-06-28 06:27:38,2.1
2023-06-28 06:27:40,0.7
2023-06-28 06:27:41,2.4
2023-06-28 06:27:43,0.7
2023-06-28 06:27:47,2.7
2023-06-28 06:27:49,0.8
2023-06-28 06:27:53,2.0
2023-06-28 06:27:55,0.0
2023-06-28 06:27:59,2.2
2023-06-28 06:28:01,0.8
2023-06-28 06:28:08,2.0
2023-06-28 06:28:10,0.7
2023-06-28 06:28:11,2.5
2023-06-28 06:28:13,0.7
2023-06-28 06:28:20,1.9
2023-06-28 06:28:22,0.8
2023-06-28 06:28:23,2.2
2023-06-28 06:28:25,0.8
2023-06-28 06:28:28,1.9
2023-06-28 06:28:30,0.8
2023-06-28 06:28:31,2.4
2023-06-28 06:28:33,0.8
2023-06-28 06:28:51,2.4
2023-06-28 06:28:53,0.8
2023-06-28 06:28:54,2.0
2023-06-28 06:28:56,0.8
2023-06-28 06:28:57,2.4
2023-06-28 06:28:59,1.2
2023-06-28 06:29:23,0.0
2023-06-28 06:29:25,2.4
2023-06-28 06:29:27,1.2
2023-06-28 06:29:33,2.6
2023-06-28 06:29:35,1.3
2023-06-28 06:29:58,5.9
2023-06-28 06:30:00,0.0
2023-06-28 06:30:01,1.5
2023-06-28 06:30:03,0.0
2023-06-28 06:30:04,1.1
2023-06-28 06:30:05,4.7
2023-06-28 06:30:07,0.0
2023-06-28 06:30:08,1.4
2023-06-28 06:30:10,0.0
2023-06-28 06:30:11,1.1
2023-06-28 06:30:12,7.1
2023-06-28 06:30:14,0.0
2023-06-28 06:30:15,1.5
2023-06-28 06:30:17,0.0
2023-06-28 06:30:18,1.5
2023-06-28 06:30:19,3.6
2023-06-28 06:30:21,0.0
2023-06-28 06:30:22,1.5
2023-06-28 06:30:24,0.0
2023-06-28 06:30:25,1.1
2023-06-28 06:30:26,4.5
2023-06-28 06:30:28,0.0
